Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
Todas las edades;06 Cantabria;Hombres;1 de enero de 2003;263.940
Todas las edades;06 Cantabria;Hombres;1 de julio de 2002;262.311
Todas las edades;06 Cantabria;Hombres;1 de enero de 2002;261.192
Todas las edades;06 Cantabria;Hombres;1 de julio de 2001;260.359
Todas las edades;06 Cantabria;Hombres;1 de enero de 2001;260.211
Todas las edades;06 Cantabria;Hombres;1 de julio de 2000;259.957
Todas las edades;06 Cantabria;Hombres;1 de enero de 2000;259.900
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2020;300.032
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2020;299.894
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2019;299.484
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2019;299.181
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2018;298.557
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2018;298.542
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2017;298.103
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2017;298.111
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2016;298.055
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2016;298.455
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2015;298.759
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2015;299.445
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2014;299.741
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2014;300.373
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2013;300.698
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2013;301.299
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2012;301.626
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2012;302.254
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2011;301.855
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2011;301.468
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2010;300.786
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2010;300.095
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2009;299.126
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2009;297.996
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2008;296.267
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2008;294.567
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2007;292.416
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2007;290.557
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2006;288.714
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2006;287.131
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2005;285.576
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2005;284.021
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2004;282.223
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2004;280.788
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2003;279.276
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2003;277.705
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2002;276.239
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2002;275.097
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2001;274.214
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2001;274.020
Todas las edades;06 Cantabria;Mujeres;1 de julio de 2000;273.611
Todas las edades;06 Cantabria;Mujeres;1 de enero de 2000;273.517
Todas las edades;07 Castilla y León;Total;1 de julio de 2020;2.389.195
Todas las edades;07 Castilla y León;Total;1 de enero de 2020;2.398.976
Todas las edades;07 Castilla y León;Total;1 de julio de 2019;2.400.492
Todas las edades;07 Castilla y León;Total;1 de enero de 2019;2.405.568
Todas las edades;07 Castilla y León;Total;1 de julio de 2018;2.408.617
Todas las edades;07 Castilla y León;Total;1 de enero de 2018;2.417.013
Todas las edades;07 Castilla y León;Total;1 de julio de 2017;2.421.556
Todas las edades;07 Castilla y León;Total;1 de enero de 2017;2.433.535
Todas las edades;07 Castilla y León;Total;1 de julio de 2016;2.442.259
Todas las edades;07 Castilla y León;Total;1 de enero de 2016;2.452.721
Todas las edades;07 Castilla y León;Total;1 de julio de 2015;2.462.191
Todas las edades;07 Castilla y León;Total;1 de enero de 2015;2.475.697
Todas las edades;07 Castilla y León;Total;1 de julio de 2014;2.482.991
Todas las edades;07 Castilla y León;Total;1 de enero de 2014;2.493.604
Todas las edades;07 Castilla y León;Total;1 de julio de 2013;2.504.683
Todas las edades;07 Castilla y León;Total;1 de enero de 2013;2.516.927
Todas las edades;07 Castilla y León;Total;1 de julio de 2012;2.525.537
Todas las edades;07 Castilla y León;Total;1 de enero de 2012;2.537.654
Todas las edades;07 Castilla y León;Total;1 de julio de 2011;2.541.364
Todas las edades;07 Castilla y León;Total;1 de enero de 2011;2.545.286
Todas las edades;07 Castilla y León;Total;1 de julio de 2010;2.545.387
Todas las edades;07 Castilla y León;Total;1 de enero de 2010;2.547.408
Todas las edades;07 Castilla y León;Total;1 de julio de 2009;2.547.569
Todas las edades;07 Castilla y León;Total;1 de enero de 2009;2.549.174
Todas las edades;07 Castilla y León;Total;1 de julio de 2008;2.546.405
Todas las edades;07 Castilla y León;Total;1 de enero de 2008;2.541.717
Todas las edades;07 Castilla y León;Total;1 de julio de 2007;2.528.372
Todas las edades;07 Castilla y León;Total;1 de enero de 2007;2.514.202
Todas las edades;07 Castilla y León;Total;1 de julio de 2006;2.502.598
Todas las edades;07 Castilla y León;Total;1 de enero de 2006;2.494.676
Todas las edades;07 Castilla y León;Total;1 de julio de 2005;2.487.533
Todas las edades;07 Castilla y León;Total;1 de enero de 2005;2.482.805
Todas las edades;07 Castilla y León;Total;1 de julio de 2004;2.475.274
Todas las edades;07 Castilla y León;Total;1 de enero de 2004;2.471.114
Todas las edades;07 Castilla y León;Total;1 de julio de 2003;2.467.429
Todas las edades;07 Castilla y León;Total;1 de enero de 2003;2.463.623
Todas las edades;07 Castilla y León;Total;1 de julio de 2002;2.458.042
Todas las edades;07 Castilla y León;Total;1 de enero de 2002;2.454.840
Todas las edades;07 Castilla y León;Total;1 de julio de 2001;2.459.039
Todas las edades;07 Castilla y León;Total;1 de enero de 2001;2.463.479
Todas las edades;07 Castilla y León;Total;1 de julio de 2000;2.467.686
Todas las edades;07 Castilla y León;Total;1 de enero de 2000;2.472.869
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2020;1.177.265
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2020;1.182.248
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2019;1.183.311
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2019;1.186.172
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2018;1.188.160
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2018;1.192.516
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2017;1.195.208
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2017;1.201.797
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2016;1.206.337
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2016;1.211.940
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2015;1.217.138
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2015;1.224.320
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2014;1.228.333
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2014;1.234.079
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2013;1.240.062
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2013;1.246.732
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2012;1.251.642
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2012;1.258.276
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2011;1.260.386
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2011;1.262.594
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2010;1.262.763
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2010;1.264.145
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2009;1.264.300
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2009;1.265.558
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2008;1.264.085
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2008;1.260.742
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2007;1.252.435
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2007;1.243.531
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2006;1.236.931
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2006;1.232.355
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2005;1.228.515
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2005;1.225.471
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2004;1.221.125
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2004;1.218.570
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2003;1.216.357
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2003;1.214.421
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2002;1.211.259
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2002;1.209.180
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2001;1.211.271
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2001;1.213.858
Todas las edades;07 Castilla y León;Hombres;1 de julio de 2000;1.216.230
Todas las edades;07 Castilla y León;Hombres;1 de enero de 2000;1.219.027
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2020;1.211.930
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2020;1.216.728
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2019;1.217.181
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2019;1.219.396
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2018;1.220.457
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2018;1.224.497
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2017;1.226.348
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2017;1.231.738
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2016;1.235.922
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2016;1.240.781
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2015;1.245.053
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2015;1.251.377
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2014;1.254.658
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2014;1.259.525
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2013;1.264.621
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2013;1.270.195
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2012;1.273.895
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2012;1.279.379
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2011;1.280.979
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2011;1.282.692
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2010;1.282.624
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2010;1.283.263
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2009;1.283.270
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2009;1.283.616
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2008;1.282.320
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2008;1.280.975
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2007;1.275.937
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2007;1.270.671
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2006;1.265.667
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2006;1.262.321
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2005;1.259.018
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2005;1.257.333
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2004;1.254.149
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2004;1.252.544
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2003;1.251.071
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2003;1.249.202
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2002;1.246.783
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2002;1.245.660
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2001;1.247.768
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2001;1.249.621
Todas las edades;07 Castilla y León;Mujeres;1 de julio de 2000;1.251.456
Todas las edades;07 Castilla y León;Mujeres;1 de enero de 2000;1.253.841
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2020;2.045.920
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2020;2.047.969
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2019;2.040.679
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2019;2.036.777
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2018;2.032.138
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2018;2.034.409
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2017;2.034.084
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2017;2.041.422
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2016;2.043.828
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2016;2.049.336
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2015;2.054.098
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2015;2.062.615
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2014;2.067.307
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2014;2.074.760
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2013;2.083.055
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2013;2.093.474
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2012;2.098.279
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2012;2.105.936
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2011;2.103.317
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2011;2.099.057
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2010;2.090.566
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2010;2.084.470
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2009;2.075.853
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2009;2.066.417
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2008;2.050.524
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2008;2.031.828
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2007;2.003.264
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2007;1.971.222
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2006;1.941.224
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2006;1.917.447
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2005;1.895.152
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2005;1.874.004
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2004;1.849.739
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2004;1.833.549
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2003;1.814.956
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2003;1.797.142
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2002;1.777.825
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2002;1.763.493
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2001;1.756.627
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2001;1.752.002
Todas las edades;08 Castilla - La Mancha;Total;1 de julio de 2000;1.746.736
Todas las edades;08 Castilla - La Mancha;Total;1 de enero de 2000;1.742.456
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2020;1.025.306
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2020;1.026.348
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2019;1.022.791
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2019;1.020.701
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2018;1.018.582
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2018;1.020.072
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2017;1.020.168
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2017;1.024.382
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2016;1.026.143
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2016;1.029.445
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2015;1.032.538
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2015;1.037.163
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2014;1.039.868
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2014;1.044.118
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2013;1.048.848
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2013;1.055.063
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2012;1.058.088
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2012;1.062.653
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2011;1.061.575
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2011;1.059.509
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2010;1.055.822
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2010;1.053.522
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2009;1.049.503
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2009;1.045.171
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2008;1.037.201
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2008;1.026.865
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2007;1.010.776
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2007;992.154
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2006;975.656
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2006;962.320
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2005;950.576
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2005;938.611
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2004;924.886
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2004;916.315
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2003;905.983
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2003;896.422
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2002;885.636
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2002;877.555
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2001;873.608
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2001;871.340
Todas las edades;08 Castilla - La Mancha;Hombres;1 de julio de 2000;868.619
Todas las edades;08 Castilla - La Mancha;Hombres;1 de enero de 2000;866.326
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2020;1.020.614
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2020;1.021.621
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2019;1.017.888
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2019;1.016.076
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2018;1.013.556
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2018;1.014.337
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2017;1.013.916
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2017;1.017.040
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2016;1.017.685
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2016;1.019.891
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2015;1.021.560
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2015;1.025.452
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2014;1.027.439
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2014;1.030.642
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2013;1.034.207
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2013;1.038.411
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2012;1.040.191
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2012;1.043.283
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2011;1.041.742
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2011;1.039.549
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2010;1.034.744
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2010;1.030.949
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2009;1.026.350
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2009;1.021.247
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2008;1.013.322
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2008;1.004.962
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2007;992.488
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2007;979.068
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2006;965.568
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2006;955.128
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2005;944.576
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2005;935.393
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2004;924.853
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2004;917.234
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2003;908.974
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2003;900.720
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2002;892.188
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2002;885.937
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2001;883.019
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2001;880.662
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de julio de 2000;878.117
Todas las edades;08 Castilla - La Mancha;Mujeres;1 de enero de 2000;876.129
Todas las edades;09 Cataluña;Total;1 de julio de 2020;7.729.911
Todas las edades;09 Cataluña;Total;1 de enero de 2020;7.720.323
Todas las edades;09 Cataluña;Total;1 de julio de 2019;7.672.980
Todas las edades;09 Cataluña;Total;1 de enero de 2019;7.624.625
Todas las edades;09 Cataluña;Total;1 de julio de 2018;7.571.004
Todas las edades;09 Cataluña;Total;1 de enero de 2018;7.539.364
Todas las edades;09 Cataluña;Total;1 de julio de 2017;7.495.561
Todas las edades;09 Cataluña;Total;1 de enero de 2017;7.480.778
Todas las edades;09 Cataluña;Total;1 de julio de 2016;7.452.824
Todas las edades;09 Cataluña;Total;1 de enero de 2016;7.440.692
Todas las edades;09 Cataluña;Total;1 de julio de 2015;7.424.018
Todas las edades;09 Cataluña;Total;1 de enero de 2015;7.420.890
Todas las edades;09 Cataluña;Total;1 de julio de 2014;7.419.602
Todas las edades;09 Cataluña;Total;1 de enero de 2014;7.432.833
Todas las edades;09 Cataluña;Total;1 de julio de 2013;7.456.300
Todas las edades;09 Cataluña;Total;1 de enero de 2013;7.488.664
Todas las edades;09 Cataluña;Total;1 de julio de 2012;7.499.373
Todas las edades;09 Cataluña;Total;1 de enero de 2012;7.514.992
Todas las edades;09 Cataluña;Total;1 de julio de 2011;7.504.024
Todas las edades;09 Cataluña;Total;1 de enero de 2011;7.493.252
Todas las edades;09 Cataluña;Total;1 de julio de 2010;7.477.257
Todas las edades;09 Cataluña;Total;1 de enero de 2010;7.463.471
Todas las edades;09 Cataluña;Total;1 de julio de 2009;7.447.272
Todas las edades;09 Cataluña;Total;1 de enero de 2009;7.427.089
Todas las edades;09 Cataluña;Total;1 de julio de 2008;7.377.107
Todas las edades;09 Cataluña;Total;1 de enero de 2008;7.311.146
Todas las edades;09 Cataluña;Total;1 de julio de 2007;7.232.348
Todas las edades;09 Cataluña;Total;1 de enero de 2007;7.151.693
Todas las edades;09 Cataluña;Total;1 de julio de 2006;7.076.682
Todas las edades;09 Cataluña;Total;1 de enero de 2006;7.010.868
Todas las edades;09 Cataluña;Total;1 de julio de 2005;6.944.211
Todas las edades;09 Cataluña;Total;1 de enero de 2005;6.870.818
Todas las edades;09 Cataluña;Total;1 de julio de 2004;6.782.263
Todas las edades;09 Cataluña;Total;1 de enero de 2004;6.712.745
Todas las edades;09 Cataluña;Total;1 de julio de 2003;6.639.074
Todas las edades;09 Cataluña;Total;1 de enero de 2003;6.556.909
Todas las edades;09 Cataluña;Total;1 de julio de 2002;6.470.116
Todas las edades;09 Cataluña;Total;1 de enero de 2002;6.380.503
Todas las edades;09 Cataluña;Total;1 de julio de 2001;6.330.927
Todas las edades;09 Cataluña;Total;1 de enero de 2001;6.314.849
Todas las edades;09 Cataluña;Total;1 de julio de 2000;6.297.175
Todas las edades;09 Cataluña;Total;1 de enero de 2000;6.283.101
Todas las edades;09 Cataluña;Hombres;1 de julio de 2020;3.803.439
Todas las edades;09 Cataluña;Hombres;1 de enero de 2020;3.797.011
Todas las edades;09 Cataluña;Hombres;1 de julio de 2019;3.772.295
Todas las edades;09 Cataluña;Hombres;1 de enero de 2019;3.745.262
Todas las edades;09 Cataluña;Hombres;1 de julio de 2018;3.716.884
Todas las edades;09 Cataluña;Hombres;1 de enero de 2018;3.700.356
Todas las edades;09 Cataluña;Hombres;1 de julio de 2017;3.679.434
Todas las edades;09 Cataluña;Hombres;1 de enero de 2017;3.672.371
Todas las edades;09 Cataluña;Hombres;1 de julio de 2016;3.659.436
Todas las edades;09 Cataluña;Hombres;1 de enero de 2016;3.654.164
Todas las edades;09 Cataluña;Hombres;1 de julio de 2015;3.647.210
Todas las edades;09 Cataluña;Hombres;1 de enero de 2015;3.645.767
Todas las edades;09 Cataluña;Hombres;1 de julio de 2014;3.647.154
Todas las edades;09 Cataluña;Hombres;1 de enero de 2014;3.655.110
Todas las edades;09 Cataluña;Hombres;1 de julio de 2013;3.670.920
Todas las edades;09 Cataluña;Hombres;1 de enero de 2013;3.691.318
Todas las edades;09 Cataluña;Hombres;1 de julio de 2012;3.701.292
Todas las edades;09 Cataluña;Hombres;1 de enero de 2012;3.713.214
Todas las edades;09 Cataluña;Hombres;1 de julio de 2011;3.713.101
Todas las edades;09 Cataluña;Hombres;1 de enero de 2011;3.711.637
Todas las edades;09 Cataluña;Hombres;1 de julio de 2010;3.707.437
Todas las edades;09 Cataluña;Hombres;1 de enero de 2010;3.704.036
Todas las edades;09 Cataluña;Hombres;1 de julio de 2009;3.699.369
Todas las edades;09 Cataluña;Hombres;1 de enero de 2009;3.692.210
Todas las edades;09 Cataluña;Hombres;1 de julio de 2008;3.668.410
Todas las edades;09 Cataluña;Hombres;1 de enero de 2008;3.633.715
Todas las edades;09 Cataluña;Hombres;1 de julio de 2007;3.591.251
Todas las edades;09 Cataluña;Hombres;1 de enero de 2007;3.547.260
Todas las edades;09 Cataluña;Hombres;1 de julio de 2006;3.508.518
Todas las edades;09 Cataluña;Hombres;1 de enero de 2006;3.474.702
Todas las edades;09 Cataluña;Hombres;1 de julio de 2005;3.440.369
