Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
Todas las edades;12 Galicia;Hombres;1 de enero de 2004;1.303.951
Todas las edades;12 Galicia;Hombres;1 de julio de 2003;1.301.408
Todas las edades;12 Galicia;Hombres;1 de enero de 2003;1.299.902
Todas las edades;12 Galicia;Hombres;1 de julio de 2002;1.296.823
Todas las edades;12 Galicia;Hombres;1 de enero de 2002;1.295.109
Todas las edades;12 Galicia;Hombres;1 de julio de 2001;1.294.652
Todas las edades;12 Galicia;Hombres;1 de enero de 2001;1.295.858
Todas las edades;12 Galicia;Hombres;1 de julio de 2000;1.296.683
Todas las edades;12 Galicia;Hombres;1 de enero de 2000;1.298.480
Todas las edades;12 Galicia;Mujeres;1 de julio de 2020;1.398.943
Todas las edades;12 Galicia;Mujeres;1 de enero de 2020;1.400.745
Todas las edades;12 Galicia;Mujeres;1 de julio de 2019;1.398.240
Todas las edades;12 Galicia;Mujeres;1 de enero de 2019;1.398.828
Todas las edades;12 Galicia;Mujeres;1 de julio de 2018;1.397.547
Todas las edades;12 Galicia;Mujeres;1 de enero de 2018;1.399.356
Todas las edades;12 Galicia;Mujeres;1 de julio de 2017;1.398.558
Todas las edades;12 Galicia;Mujeres;1 de enero de 2017;1.401.496
Todas las edades;12 Galicia;Mujeres;1 de julio de 2016;1.402.561
Todas las edades;12 Galicia;Mujeres;1 de enero de 2016;1.406.101
Todas las edades;12 Galicia;Mujeres;1 de julio de 2015;1.407.797
Todas las edades;12 Galicia;Mujeres;1 de enero de 2015;1.412.399
Todas las edades;12 Galicia;Mujeres;1 de julio de 2014;1.414.664
Todas las edades;12 Galicia;Mujeres;1 de enero de 2014;1.418.597
Todas las edades;12 Galicia;Mujeres;1 de julio de 2013;1.421.528
Todas las edades;12 Galicia;Mujeres;1 de enero de 2013;1.425.632
Todas las edades;12 Galicia;Mujeres;1 de julio de 2012;1.427.284
Todas las edades;12 Galicia;Mujeres;1 de enero de 2012;1.431.060
Todas las edades;12 Galicia;Mujeres;1 de julio de 2011;1.431.260
Todas las edades;12 Galicia;Mujeres;1 de enero de 2011;1.432.604
Todas las edades;12 Galicia;Mujeres;1 de julio de 2010;1.432.071
Todas las edades;12 Galicia;Mujeres;1 de enero de 2010;1.432.839
Todas las edades;12 Galicia;Mujeres;1 de julio de 2009;1.431.465
Todas las edades;12 Galicia;Mujeres;1 de enero de 2009;1.431.194
Todas las edades;12 Galicia;Mujeres;1 de julio de 2008;1.427.864
Todas las edades;12 Galicia;Mujeres;1 de enero de 2008;1.426.062
Todas las edades;12 Galicia;Mujeres;1 de julio de 2007;1.422.865
Todas las edades;12 Galicia;Mujeres;1 de enero de 2007;1.420.654
Todas las edades;12 Galicia;Mujeres;1 de julio de 2006;1.417.157
Todas las edades;12 Galicia;Mujeres;1 de enero de 2006;1.415.882
Todas las edades;12 Galicia;Mujeres;1 de julio de 2005;1.413.065
Todas las edades;12 Galicia;Mujeres;1 de enero de 2005;1.411.768
Todas las edades;12 Galicia;Mujeres;1 de julio de 2004;1.408.494
Todas las edades;12 Galicia;Mujeres;1 de enero de 2004;1.407.627
Todas las edades;12 Galicia;Mujeres;1 de julio de 2003;1.405.870
Todas las edades;12 Galicia;Mujeres;1 de enero de 2003;1.405.256
Todas las edades;12 Galicia;Mujeres;1 de julio de 2002;1.402.717
Todas las edades;12 Galicia;Mujeres;1 de enero de 2002;1.401.708
Todas las edades;12 Galicia;Mujeres;1 de julio de 2001;1.401.347
Todas las edades;12 Galicia;Mujeres;1 de enero de 2001;1.402.167
Todas las edades;12 Galicia;Mujeres;1 de julio de 2000;1.402.270
Todas las edades;12 Galicia;Mujeres;1 de enero de 2000;1.403.991
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2020;6.728.831
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2020;6.720.310
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2019;6.661.366
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2019;6.618.078
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2018;6.565.459
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2018;6.529.923
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2017;6.486.342
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2017;6.459.297
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2016;6.430.889
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2016;6.411.466
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2015;6.389.833
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2015;6.375.737
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2014;6.369.122
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2014;6.372.553
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2013;6.388.701
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2013;6.411.525
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2012;6.424.025
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2012;6.425.573
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2011;6.409.093
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2011;6.394.239
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2010;6.384.358
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2010;6.373.532
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2009;6.354.091
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2009;6.327.594
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2008;6.283.747
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2008;6.226.195
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2007;6.152.759
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2007;6.074.984
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2006;6.003.925
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2006;5.953.604
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2005;5.912.335
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2005;5.866.186
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2004;5.807.962
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2004;5.766.566
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2003;5.708.433
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2003;5.638.827
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2002;5.561.622
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2002;5.478.405
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2001;5.404.959
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2001;5.379.087
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2000;5.353.391
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2000;5.329.606
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2020;3.223.611
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2020;3.219.909
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2019;3.192.645
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2019;3.172.045
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2018;3.148.013
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2018;3.131.714
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2017;3.112.298
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2017;3.099.759
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2016;3.087.435
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2016;3.078.169
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2015;3.068.475
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2015;3.062.065
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2014;3.060.115
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2014;3.062.785
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2013;3.072.541
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2013;3.085.179
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2012;3.093.950
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2012;3.097.459
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2011;3.092.514
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2011;3.087.772
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2010;3.085.736
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2010;3.082.941
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2009;3.076.518
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2009;3.066.114
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2008;3.046.835
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2008;3.018.293
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2007;2.981.611
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2007;2.941.755
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2006;2.905.885
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2006;2.881.077
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2005;2.861.406
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2005;2.837.647
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2004;2.807.006
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2004;2.784.940
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2003;2.755.030
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2003;2.719.422
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2002;2.679.998
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2002;2.637.531
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2001;2.600.938
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2001;2.588.683
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de julio de 2000;2.576.247
Todas las edades;13 Madrid, Comunidad de;Hombres;1 de enero de 2000;2.564.706
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2020;3.505.220
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2020;3.500.401
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2019;3.468.721
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2019;3.446.033
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2018;3.417.446
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2018;3.398.209
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2017;3.374.044
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2017;3.359.538
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2016;3.343.454
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2016;3.333.297
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2015;3.321.358
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2015;3.313.672
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2014;3.309.007
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2014;3.309.768
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2013;3.316.160
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2013;3.326.346
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2012;3.330.075
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2012;3.328.114
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2011;3.316.580
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2011;3.306.467
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2010;3.298.622
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2010;3.290.591
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2009;3.277.572
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2009;3.261.480
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2008;3.236.912
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2008;3.207.902
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2007;3.171.147
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2007;3.133.229
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2006;3.098.040
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2006;3.072.527
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2005;3.050.929
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2005;3.028.539
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2004;3.000.956
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2004;2.981.626
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2003;2.953.403
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2003;2.919.405
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2002;2.881.624
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2002;2.840.874
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2001;2.804.022
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2001;2.790.404
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de julio de 2000;2.777.144
Todas las edades;13 Madrid, Comunidad de;Mujeres;1 de enero de 2000;2.764.900
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2020;1.513.834
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2020;1.509.077
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2019;1.498.997
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2019;1.491.312
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2018;1.482.514
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2018;1.478.718
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2017;1.476.334
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2017;1.475.275
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2016;1.470.873
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2016;1.468.367
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2015;1.465.679
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2015;1.465.195
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2014;1.464.013
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2014;1.462.734
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2013;1.461.871
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2013;1.462.271
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2012;1.461.188
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2012;1.461.928
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2011;1.461.107
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2011;1.459.076
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2010;1.456.521
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2010;1.453.545
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2009;1.448.479
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2009;1.441.783
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2008;1.431.501
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2008;1.419.567
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2007;1.404.885
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2007;1.385.715
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2006;1.367.430
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2006;1.351.109
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2005;1.335.288
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2005;1.313.496
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2004;1.291.948
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2004;1.276.812
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2003;1.260.716
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2003;1.242.632
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2002;1.224.366
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2002;1.206.619
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2001;1.191.814
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2001;1.184.118
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2000;1.176.135
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2000;1.169.114
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2020;758.641
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2020;756.142
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2019;750.983
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2019;746.926
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2018;742.680
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2018;741.037
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2017;740.060
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2017;739.790
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2016;737.713
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2016;736.540
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2015;735.516
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2015;735.374
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2014;735.223
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2014;734.753
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2013;734.906
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2013;735.778
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2012;736.024
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2012;737.239
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2011;737.762
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2011;737.295
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2010;736.684
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2010;735.569
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2009;733.409
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2009;730.477
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2008;725.695
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2008;719.696
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2007;712.527
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2007;702.945
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2006;693.733
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2006;685.107
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2005;676.836
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2005;663.030
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2004;649.589
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2004;641.038
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2003;632.166
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2003;622.462
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2002;612.333
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2002;602.587
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2001;594.277
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2001;590.193
Todas las edades;14 Murcia, Región de;Hombres;1 de julio de 2000;585.927
Todas las edades;14 Murcia, Región de;Hombres;1 de enero de 2000;582.123
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2020;755.193
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2020;752.935
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2019;748.014
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2019;744.386
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2018;739.834
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2018;737.681
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2017;736.274
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2017;735.485
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2016;733.160
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2016;731.827
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2015;730.163
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2015;729.821
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2014;728.790
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2014;727.981
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2013;726.965
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2013;726.493
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2012;725.164
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2012;724.690
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2011;723.345
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2011;721.782
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2010;719.837
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2010;717.976
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2009;715.069
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2009;711.306
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2008;705.806
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2008;699.872
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2007;692.358
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2007;682.771
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2006;673.698
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2006;666.001
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2005;658.451
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2005;650.466
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2004;642.359
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2004;635.774
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2003;628.551
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2003;620.171
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2002;612.033
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2002;604.032
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2001;597.538
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2001;593.925
Todas las edades;14 Murcia, Región de;Mujeres;1 de julio de 2000;590.207
Todas las edades;14 Murcia, Región de;Mujeres;1 de enero de 2000;586.991
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2020;661.008
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2020;659.907
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2019;655.668
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2019;652.797
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2018;648.803
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2018;646.340
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2017;643.105
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2017;642.075
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2016;639.847
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2016;638.922
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2015;637.476
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2015;637.317
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2014;636.803
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2014;637.099
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2013;637.447
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2013;639.089
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2012;639.255
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2012;640.023
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2011;638.581
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2011;637.099
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2010;634.983
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2010;633.017
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2009;630.109
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2009;627.276
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2008;621.976
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2008;616.711
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2007;609.776
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2007;602.831
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2006;596.637
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2006;592.146
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2005;587.922
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2005;584.367
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2004;579.781
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2004;576.346
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2003;572.466
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2003;567.888
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2002;562.489
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2002;557.454
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2001;554.197
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2001;552.060
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2000;549.989
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2000;548.379
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2020;327.374
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2020;326.911
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2019;324.729
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2019;323.191
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2018;321.358
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2018;320.190
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2017;318.721
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2017;318.413
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de julio de 2016;317.497
Todas las edades;15 Navarra, Comunidad Foral de;Hombres;1 de enero de 2016;317.113
